,Transported,Age,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CryoSleep_True,VIP_True,Expense
1819,0,47.0,0,0,0,1,0,0,1.0
1820,0,15.0,0,0,0,1,0,0,1.0
1821,0,34.0,0,0,0,1,0,0,1.0
1822,0,21.0,0,0,0,1,0,0,1.0
1823,0,51.0,0,0,0,1,0,0,1.0
1824,0,23.0,0,0,0,1,0,0,1.0
1825,0,58.0,0,0,0,1,0,0,1.0
1826,0,37.0,0,1,0,1,0,0,1.0
1827,1,44.0,0,1,1,0,0,1,1.0
1828,0,25.0,0,0,0,1,1,0,0.0
1829,1,15.0,1,0,0,1,1,0,0.0
1830,0,40.0,1,0,0,1,0,0,1.0
1831,1,29.0,1,0,0,0,0,0,1.0
1832,1,36.0,0,0,0,1,1,0,0.0
1833,1,21.0,0,0,1,0,0,0,1.0
1834,1,35.0,0,0,0,1,0,0,1.0
1835,0,24.0,0,0,0,1,0,0,1.0
1836,0,2.0,0,0,0,0,0,0,0.0
1837,1,0.0,0,0,0,1,1,0,1.0
1838,0,43.0,0,0,0,1,0,0,1.0
1839,0,63.0,1,0,0,1,0,0,1.0
1840,1,30.0,0,0,0,1,1,1,0.0
1841,1,38.0,0,0,1,0,1,0,0.0
1842,1,27.0,1,0,0,0,0,0,1.0
1843,0,54.0,0,0,1,0,0,0,1.0
1844,1,39.0,1,0,0,0,1,0,0.0
1845,0,41.0,0,1,0,1,0,0,1.0
1846,0,22.0,0,0,0,1,0,0,1.0
1847,1,23.0,1,0,0,0,0,0,1.0
1848,1,34.0,1,0,0,1,0,0,1.0
1849,1,26.0,1,0,0,0,1,1,0.0
1850,0,39.0,1,0,0,1,0,0,1.0
1851,1,15.0,1,0,0,0,1,0,0.0
1852,1,64.0,1,0,0,1,1,0,0.0
1853,1,25.0,1,0,0,1,1,0,0.0
1854,1,35.0,0,1,0,1,1,0,0.0
1855,1,19.0,0,1,0,1,1,0,0.0
1856,0,26.0,0,0,0,1,0,0,1.0
1857,1,3.0,0,0,0,1,1,0,0.0
1858,0,29.0,0,0,0,1,0,0,1.0
1859,1,44.0,0,0,0,1,1,0,0.0
1860,0,27.0,0,0,0,1,0,0,1.0
1861,0,17.0,0,0,1,0,0,0,1.0
1862,1,37.0,1,0,0,0,0,0,1.0
1863,1,19.0,0,1,0,0,1,0,0.0
1864,0,44.0,0,0,0,1,1,0,0.0
1865,0,22.0,0,0,0,0,0,1,1.0
1866,1,22.0,0,0,0,1,0,0,1.0
1867,1,21.0,0,1,0,1,1,0,1.0
1868,0,31.0,0,0,0,1,0,0,1.0
1869,1,17.0,0,0,0,1,0,0,1.0
1870,0,30.0,0,0,1,0,0,0,1.0
1871,0,15.0,0,0,0,1,0,0,1.0
1872,1,42.0,0,0,0,1,1,0,1.0
1873,0,55.0,0,0,0,1,0,0,1.0
1874,1,28.0,1,0,0,0,0,0,1.0
1875,0,33.0,0,0,0,1,0,0,1.0
1876,0,19.0,0,0,0,1,0,1,1.0
1877,0,24.0,0,0,0,1,0,0,1.0
1878,0,4.0,0,0,0,1,0,0,0.0
1879,0,2.0,0,0,0,1,1,0,0.0
1880,1,30.0,1,0,0,0,0,0,1.0
1881,0,31.0,1,0,0,1,0,0,0.0
1882,1,17.0,1,0,0,1,1,0,0.0
1883,1,40.0,1,0,0,0,1,0,0.0
1884,1,33.0,0,0,1,0,1,0,1.0
1885,0,46.0,0,0,1,0,1,0,1.0
1886,0,30.0,1,0,0,0,0,1,1.0
1887,0,17.0,0,0,0,1,0,0,1.0
1888,1,19.0,0,0,0,1,0,0,1.0
1889,1,22.0,1,0,0,0,0,0,1.0
1890,0,20.0,1,0,0,0,1,0,1.0
1891,0,36.0,0,0,1,0,0,0,1.0
1892,1,0.0,0,1,0,1,0,0,0.0
1893,1,17.0,0,0,0,0,0,0,1.0
1894,1,28.82793046746535,0,0,0,1,1,0,0.0
1895,1,15.0,0,0,1,0,1,0,0.0
1896,0,20.0,0,0,0,1,0,0,1.0
1897,1,19.0,0,0,0,0,0,0,1.0
1898,0,24.0,0,0,1,0,0,0,1.0
1899,0,43.0,0,0,0,0,0,0,1.0
1900,1,26.0,0,1,0,1,1,0,0.0
1901,0,42.0,0,0,0,1,0,0,1.0
1902,0,21.0,0,0,0,1,0,0,1.0
1903,1,50.0,1,0,0,1,1,0,0.0
1904,1,25.0,1,0,0,1,1,0,0.0
1905,1,64.0,0,0,0,1,1,0,1.0
1906,0,50.0,0,0,0,1,0,0,1.0
1907,1,24.0,0,1,0,1,1,0,1.0
1908,1,27.0,0,0,0,1,0,1,1.0
1909,1,42.0,0,0,0,0,1,0,1.0
1910,0,30.0,0,0,0,0,1,0,0.0
1911,1,20.0,0,0,0,1,0,0,1.0
1912,1,31.0,0,1,0,1,0,0,1.0
1913,0,26.0,1,0,0,0,0,0,1.0
1914,0,39.0,1,0,0,0,0,0,1.0
1915,0,28.82793046746535,0,0,0,1,0,0,0.0
1916,1,32.0,0,1,1,0,0,0,1.0
1917,1,25.0,0,0,0,1,1,0,0.0
1918,1,6.0,0,0,0,1,0,0,0.0
1919,1,3.0,0,0,0,1,1,0,0.0
1920,0,11.0,0,0,0,1,1,0,0.0
1921,0,52.0,0,0,0,1,1,0,0.0
1922,0,14.0,0,0,0,1,0,0,1.0
1923,0,68.0,0,0,0,1,0,0,1.0
1924,1,18.0,0,0,1,0,1,0,0.0
1925,1,55.0,0,0,0,1,0,0,1.0
1926,0,22.0,0,1,0,0,0,0,1.0
1927,1,34.0,1,0,0,1,0,0,1.0
1928,0,17.0,0,1,0,1,1,0,1.0
1929,0,38.0,0,0,1,0,1,0,0.0
1930,0,13.0,0,0,0,1,0,0,1.0
1931,1,19.0,0,0,0,1,1,0,0.0
1932,1,30.0,1,0,0,1,1,0,0.0
1933,0,27.0,1,0,0,1,0,1,1.0
1934,1,17.0,0,0,0,1,0,0,1.0
1935,0,45.0,1,0,0,0,0,0,1.0
1936,1,28.0,1,0,0,0,0,0,1.0
1937,0,23.0,0,0,0,1,0,0,1.0
1938,0,24.0,1,0,0,1,0,0,1.0
1939,1,23.0,1,0,0,1,0,0,1.0
1940,0,29.0,0,0,0,0,0,0,1.0
1941,0,46.0,0,0,0,1,0,0,1.0
1942,1,17.0,0,0,1,0,0,0,1.0
1943,0,20.0,0,0,0,1,0,0,1.0
1944,0,24.0,0,0,0,1,0,0,1.0
1945,0,40.0,1,0,0,1,0,0,1.0
1946,1,28.82793046746535,1,0,0,1,1,0,0.0
1947,0,38.0,1,0,0,1,0,0,1.0
1948,1,65.0,1,0,0,1,0,0,1.0
1949,1,19.0,1,0,0,1,0,0,1.0
1950,1,54.0,0,0,0,1,0,0,1.0
1951,0,38.0,0,0,0,0,0,0,1.0
1952,1,40.0,0,0,0,1,0,0,1.0
1953,0,21.0,0,0,1,0,0,0,1.0
1954,1,22.0,0,0,0,1,0,0,1.0
1955,0,33.0,0,0,0,1,0,0,1.0
1956,1,18.0,0,1,0,1,0,0,1.0
1957,0,43.0,0,1,0,1,0,0,1.0
1958,0,13.0,0,1,0,1,0,1,1.0
1959,0,26.0,0,1,0,1,0,0,1.0
1960,0,22.0,0,1,0,1,0,0,1.0
1961,1,21.0,0,1,0,1,1,0,0.0
1962,0,25.0,0,0,1,0,0,0,1.0
1963,0,29.0,0,1,0,1,0,0,1.0
1964,0,49.0,0,1,0,1,0,0,1.0
1965,1,29.0,1,0,0,0,1,0,0.0
1966,1,45.0,0,1,0,0,0,0,1.0
1967,1,45.0,0,0,1,0,0,0,1.0
1968,0,30.0,1,0,0,1,0,0,1.0
1969,0,29.0,0,0,0,1,0,0,1.0
1970,0,26.0,0,0,0,1,0,0,0.0
1971,0,16.0,0,0,0,0,1,0,0.0
1972,0,20.0,0,0,0,0,0,0,1.0
1973,0,33.0,0,0,0,1,0,0,1.0
1974,0,18.0,0,0,0,1,1,0,0.0
1975,0,24.0,0,1,0,1,0,0,1.0
1976,0,29.0,0,1,0,1,0,0,1.0
1977,1,40.0,1,0,0,0,1,0,0.0
1978,1,27.0,1,0,0,1,1,0,0.0
1979,0,35.0,0,0,0,1,1,0,0.0
1980,0,31.0,1,0,0,1,0,0,1.0
1981,0,26.0,0,0,1,0,1,0,0.0
1982,1,49.0,0,1,0,1,0,0,1.0
1983,0,23.0,0,0,0,1,1,0,0.0
1984,0,23.0,0,0,1,0,1,0,0.0
1985,1,14.0,0,0,1,0,1,0,0.0
1986,0,21.0,0,0,0,0,0,0,1.0
1987,0,18.0,0,0,0,1,0,0,1.0
1988,0,28.82793046746535,0,0,0,1,0,0,1.0
1989,1,19.0,0,0,0,1,0,0,1.0
1990,0,22.0,0,0,0,1,0,0,1.0
1991,0,17.0,0,0,0,1,0,0,1.0
1992,0,13.0,0,0,1,0,0,0,1.0
1993,0,26.0,0,0,0,1,0,0,1.0
1994,0,28.82793046746535,0,1,0,1,0,0,1.0
1995,1,16.0,0,1,0,1,1,0,0.0
1996,0,20.0,0,1,0,1,0,0,1.0
1997,0,20.0,0,0,0,1,0,0,1.0
1998,0,23.0,0,0,0,1,1,0,1.0
1999,0,61.0,0,0,0,1,0,0,1.0
2000,1,27.0,0,1,0,1,1,0,0.0
2001,1,3.0,0,1,0,0,0,0,0.0
2002,1,4.0,0,1,0,0,0,0,0.0
2003,1,13.0,0,0,0,0,1,1,0.0
2004,1,19.0,0,1,0,1,1,0,0.0
2005,1,18.0,0,0,0,1,0,0,1.0
2006,1,66.0,0,0,0,0,0,0,1.0
2007,1,39.0,0,1,0,1,1,1,0.0
2008,0,21.0,0,0,0,1,0,0,1.0
2009,0,7.0,0,0,0,1,1,0,0.0
2010,0,56.0,0,0,0,1,1,0,0.0
2011,0,15.0,0,0,0,1,0,0,1.0
2012,1,28.82793046746535,0,1,0,1,0,0,1.0
2013,0,13.0,0,0,0,1,0,0,1.0
2014,1,18.0,1,0,0,1,1,0,0.0
2015,0,38.0,0,0,1,0,1,0,0.0
2016,0,45.0,0,0,0,1,0,0,1.0
2017,0,21.0,0,0,0,1,1,0,1.0
2018,0,19.0,0,0,0,1,0,0,1.0
2019,0,49.0,0,0,0,1,0,0,1.0
2020,1,21.0,0,0,0,1,0,0,1.0
2021,1,18.0,0,0,0,1,0,0,1.0
2022,1,43.0,0,1,0,1,1,0,0.0
2023,1,27.0,0,1,1,0,1,0,0.0
2024,1,0.0,0,1,0,1,0,0,0.0
2025,0,27.0,0,0,0,1,0,0,1.0
2026,1,21.0,1,0,0,1,1,1,0.0
2027,0,20.0,0,0,1,0,0,0,1.0
2028,1,35.0,0,1,0,1,1,0,0.0
2029,0,20.0,0,1,0,1,0,0,1.0
2030,0,24.0,0,0,0,1,0,0,1.0
2031,0,41.0,0,0,0,1,0,0,1.0
2032,1,23.0,0,0,1,0,0,0,1.0
2033,1,27.0,0,0,1,0,1,0,0.0
2034,1,58.0,0,0,0,0,1,0,0.0
2035,1,53.0,0,1,0,1,1,0,1.0
2036,0,30.0,1,0,0,1,0,0,1.0
2037,0,24.0,0,0,0,0,0,0,1.0
2038,0,31.0,1,0,0,1,0,0,1.0
2039,0,46.0,0,1,1,0,0,0,1.0
2040,0,20.0,0,1,0,1,0,0,1.0
2041,0,20.0,0,0,0,1,1,0,0.0
2042,0,30.0,0,0,0,1,0,0,1.0
2043,0,24.0,0,0,0,0,0,0,1.0
2044,0,34.0,0,0,0,1,1,0,1.0
2045,0,20.0,0,0,0,0,0,0,1.0
2046,1,48.0,0,1,0,1,1,0,0.0
2047,0,25.0,0,0,1,0,0,0,1.0
2048,0,43.0,0,0,0,1,1,0,0.0
2049,1,27.0,0,0,0,1,0,0,1.0
2050,0,47.0,1,0,0,1,0,0,1.0
2051,1,26.0,1,0,0,0,0,0,1.0
2052,1,37.0,1,0,0,1,1,0,0.0
2053,0,42.0,1,0,0,0,0,0,1.0
2054,1,61.0,0,0,0,0,0,0,1.0
2055,0,29.0,0,1,0,1,0,0,1.0
2056,1,32.0,1,0,0,0,0,0,1.0
2057,0,51.0,0,1,0,1,0,0,1.0
2058,0,43.0,0,1,0,1,0,0,1.0
2059,1,25.0,1,0,0,0,1,0,0.0
2060,0,31.0,0,0,0,1,0,0,1.0
2061,0,13.0,0,0,1,0,0,0,1.0
2062,0,20.0,0,0,0,1,0,0,1.0
2063,0,29.0,0,0,0,1,0,0,1.0
2064,0,16.0,0,0,0,1,1,0,0.0
2065,1,15.0,0,0,0,1,0,0,1.0
2066,0,50.0,0,0,0,1,0,0,1.0
2067,1,41.0,1,0,0,0,0,1,1.0
2068,1,43.0,1,0,0,1,0,0,1.0
2069,1,32.0,1,0,0,1,1,0,0.0
2070,0,36.0,1,0,0,0,0,0,1.0
2071,1,18.0,0,0,0,0,1,0,0.0
2072,1,47.0,0,0,0,1,0,0,1.0
2073,1,29.0,0,0,1,0,1,0,0.0
2074,0,28.82793046746535,0,0,0,1,0,0,1.0
2075,1,14.0,0,0,0,1,0,0,1.0
2076,0,25.0,0,0,1,0,1,0,0.0
2077,0,63.0,0,1,0,1,0,0,1.0
2078,0,22.0,0,0,0,1,0,0,1.0
2079,0,32.0,0,1,0,1,0,0,1.0
2080,0,31.0,0,0,0,0,0,0,1.0
2081,0,24.0,0,0,0,1,0,0,1.0
2082,0,39.0,0,0,0,1,0,0,1.0
2083,1,20.0,0,1,0,0,1,0,0.0
2084,1,20.0,0,1,0,0,1,0,0.0
2085,0,19.0,0,1,0,1,0,0,0.0
2086,0,20.0,0,1,0,0,0,0,1.0
2087,0,31.0,0,1,0,1,0,0,1.0
2088,1,17.0,0,1,0,0,1,0,0.0
2089,0,24.0,0,1,0,1,1,0,1.0
2090,0,27.0,0,0,0,1,0,0,1.0
2091,1,28.0,1,0,0,0,0,0,1.0
2092,1,41.0,1,0,0,1,1,0,0.0
2093,1,25.0,1,0,0,0,1,0,0.0
2094,1,26.0,0,0,1,0,0,0,1.0
2095,0,27.0,0,0,0,1,0,0,1.0
2096,1,22.0,0,0,0,1,0,0,1.0
2097,0,62.0,1,0,0,0,0,0,1.0
2098,0,58.0,1,0,0,1,0,0,1.0
2099,0,37.0,0,0,0,0,0,0,1.0
2100,0,54.0,0,0,0,1,0,0,1.0
2101,0,26.0,0,0,0,1,0,0,1.0
2102,1,44.0,1,0,0,0,1,0,0.0
2103,1,34.0,1,0,0,1,1,0,0.0
2104,1,47.0,0,0,0,1,1,0,0.0
2105,1,27.0,1,0,0,1,0,1,1.0
2106,1,22.0,1,0,0,0,1,0,0.0
2107,1,46.0,0,0,0,1,1,0,1.0
2108,1,29.0,0,0,0,1,0,0,1.0
2109,0,43.0,0,0,0,0,0,0,1.0
2110,0,42.0,0,0,0,1,0,0,1.0
2111,1,39.0,0,0,0,1,0,0,1.0
2112,0,30.0,0,1,0,1,0,0,1.0
2113,1,43.0,0,1,0,1,0,0,1.0
2114,0,19.0,0,0,0,1,1,0,0.0
2115,1,26.0,0,1,0,1,1,0,0.0
2116,1,46.0,0,1,0,1,0,0,1.0
2117,1,3.0,0,0,0,1,0,0,0.0
2118,1,21.0,0,0,0,0,1,0,0.0
2119,1,1.0,0,0,0,1,0,0,0.0
2120,0,22.0,0,0,0,1,0,0,1.0
2121,1,27.0,1,0,0,0,1,0,0.0
2122,1,28.0,1,0,0,0,1,0,0.0
2123,0,36.0,0,1,1,0,0,0,1.0
2124,0,19.0,0,0,0,1,0,0,1.0
2125,1,18.0,1,0,0,0,1,0,1.0
2126,0,47.0,1,0,0,0,0,0,1.0
2127,0,18.0,1,0,0,1,0,0,1.0
2128,1,6.0,0,0,0,1,0,0,0.0
2129,0,20.0,0,0,0,1,1,0,1.0
2130,0,18.0,0,1,0,1,0,0,1.0
2131,0,37.0,0,0,0,1,0,0,1.0
2132,0,22.0,0,0,0,1,0,0,1.0
2133,1,37.0,0,1,0,1,0,0,1.0
2134,0,6.0,0,0,0,0,1,0,1.0
2135,0,36.0,0,0,0,1,0,0,1.0
2136,0,46.0,0,0,0,0,0,0,1.0
2137,0,72.0,0,0,0,1,0,0,1.0
2138,0,37.0,0,0,0,1,0,0,1.0
2139,1,22.0,0,0,0,1,1,0,1.0
2140,0,33.0,0,0,1,0,0,0,1.0
2141,0,35.0,0,1,0,1,0,0,1.0
2142,0,19.0,1,0,0,0,0,0,1.0
2143,0,34.0,1,0,0,0,0,0,1.0
2144,1,23.0,0,0,0,1,0,0,1.0
2145,0,37.0,0,0,0,0,0,0,1.0
2146,0,24.0,0,0,0,0,0,0,1.0
2147,0,54.0,1,0,0,1,0,1,1.0
2148,1,52.0,0,1,0,0,0,0,1.0
2149,0,60.0,0,0,0,1,1,0,0.0
2150,1,1.0,1,0,0,1,0,0,0.0
2151,1,28.82793046746535,1,0,0,1,0,0,0.0
2152,0,22.0,1,0,0,1,0,0,1.0
2153,1,27.0,1,0,0,0,0,0,1.0
2154,1,48.0,1,0,0,0,1,0,0.0
2155,0,47.0,1,0,0,0,0,0,1.0
2156,1,25.0,1,0,0,1,1,0,0.0
2157,0,49.0,1,0,0,0,0,0,1.0
2158,0,33.0,1,0,0,1,0,0,1.0
2159,1,67.0,1,0,0,1,0,0,1.0
2160,0,5.0,0,0,1,0,1,0,0.0
2161,1,60.0,1,0,0,0,1,0,0.0
2162,1,56.0,1,0,0,1,1,0,0.0
2163,0,59.0,1,0,0,1,0,0,1.0
2164,1,44.0,1,0,0,1,1,0,0.0
2165,0,33.0,0,0,0,1,0,0,1.0
2166,0,28.0,0,1,0,1,1,0,1.0
2167,0,29.0,0,1,0,1,0,0,1.0
2168,0,13.0,0,0,0,1,1,0,0.0
2169,1,34.0,1,0,0,0,1,0,0.0
2170,1,45.0,0,0,1,0,1,0,0.0
2171,0,39.0,0,0,0,1,0,0,1.0
2172,0,18.0,0,0,0,1,0,0,1.0
2173,0,57.0,0,1,1,0,1,0,0.0
2174,0,28.82793046746535,0,0,0,0,0,0,1.0
2175,1,25.0,0,0,1,0,1,0,0.0
2176,0,22.0,0,0,1,0,1,0,0.0
2177,1,32.0,1,0,0,1,0,0,1.0
2178,1,29.0,0,1,0,1,1,0,1.0
2179,0,21.0,0,0,0,1,0,0,1.0
2180,0,16.0,0,1,0,1,0,0,0.0
2181,1,45.0,1,0,0,0,1,0,0.0
2182,0,44.0,1,0,0,1,0,1,1.0
2183,1,27.0,0,0,0,0,1,0,0.0
2184,0,26.0,0,0,0,1,0,0,1.0
2185,0,46.0,0,1,0,1,0,0,1.0
2186,0,24.0,0,0,1,0,0,0,1.0
2187,1,15.0,0,0,0,1,0,0,1.0
2188,0,53.0,0,0,1,0,1,0,1.0
2189,0,28.0,0,0,0,0,1,0,1.0
2190,1,11.0,0,0,0,1,1,0,0.0
2191,0,7.0,0,0,0,1,1,0,0.0
2192,1,0.0,0,0,1,0,1,0,0.0
2193,1,15.0,0,0,0,0,1,0,0.0
2194,0,31.0,0,0,0,0,0,0,1.0
2195,0,9.0,0,0,0,1,0,0,1.0
2196,0,44.0,1,0,0,0,0,1,1.0
2197,0,35.0,0,0,0,1,0,0,1.0
2198,1,30.0,0,0,0,1,0,0,1.0
2199,0,13.0,0,0,0,0,0,0,1.0
2200,0,45.0,0,1,0,1,0,1,1.0
2201,1,4.0,0,1,0,1,1,0,1.0
2202,1,21.0,0,1,0,1,1,0,1.0
2203,0,20.0,0,0,0,1,0,0,1.0
2204,1,24.0,0,0,0,1,1,0,0.0
2205,0,3.0,0,0,1,0,1,0,0.0
2206,1,29.0,0,0,0,0,0,0,1.0
2207,1,28.0,1,0,0,1,0,0,1.0
2208,1,44.0,0,0,0,1,0,0,1.0
2209,1,50.0,1,0,0,1,1,0,1.0
2210,0,35.0,0,1,0,1,1,0,0.0
2211,0,19.0,0,0,0,1,0,0,1.0
2212,0,22.0,0,1,0,1,0,0,1.0
2213,0,30.0,0,0,0,1,0,0,1.0
2214,0,36.0,1,0,0,1,0,0,1.0
2215,1,20.0,0,1,0,1,0,0,1.0
2216,1,22.0,0,0,0,0,0,0,1.0
2217,0,22.0,0,0,0,0,0,0,1.0
2218,1,32.0,1,0,1,0,1,0,0.0
2219,0,35.0,0,0,0,1,0,0,1.0
2220,0,41.0,0,0,0,0,0,0,1.0
2221,0,57.0,0,0,0,1,1,0,0.0
2222,0,3.0,0,0,1,0,1,0,0.0
2223,1,11.0,0,0,0,0,0,0,0.0
2224,1,4.0,0,0,0,1,0,0,0.0
2225,0,17.0,0,0,0,1,1,0,1.0
2226,0,30.0,0,0,0,1,1,0,0.0
2227,1,11.0,0,1,0,1,1,0,0.0
2228,0,23.0,0,1,0,1,0,0,1.0
2229,1,58.0,0,0,0,1,0,0,1.0
2230,0,22.0,0,0,0,1,0,0,1.0
2231,0,24.0,0,0,0,1,1,0,1.0
2232,0,20.0,0,0,0,1,0,0,1.0
2233,1,37.0,0,1,0,1,1,0,0.0
2234,0,49.0,0,0,0,1,0,0,1.0
2235,0,46.0,0,0,0,1,0,0,1.0
2236,0,30.0,0,0,0,1,0,0,1.0
2237,0,36.0,0,0,0,0,0,0,1.0
2238,0,21.0,0,0,0,1,0,0,1.0
2239,0,25.0,0,1,0,1,0,1,1.0
2240,1,42.0,0,0,1,0,1,0,0.0
2241,0,13.0,0,0,0,1,1,0,1.0
2242,0,25.0,0,0,0,0,0,0,1.0
2243,0,29.0,1,0,0,1,0,0,1.0
2244,1,17.0,1,0,0,1,1,0,0.0
2245,1,36.0,1,0,0,0,0,0,1.0
2246,1,44.0,0,1,0,1,1,0,0.0
2247,1,18.0,0,1,0,1,1,0,0.0
2248,0,22.0,0,0,0,0,0,0,1.0
2249,1,22.0,0,0,0,1,1,0,0.0
2250,1,43.0,0,0,0,1,1,0,1.0
2251,1,29.0,0,0,0,1,0,0,1.0
2252,1,24.0,0,0,0,1,1,0,0.0
2253,1,18.0,0,0,1,0,1,0,0.0
2254,0,42.0,1,0,0,1,0,0,1.0
2255,0,43.0,0,0,0,1,0,0,1.0
2256,0,32.0,0,0,0,1,0,0,1.0
2257,1,15.0,0,0,0,1,1,0,0.0
2258,1,22.0,0,1,0,1,0,1,0.0
2259,0,20.0,0,0,0,1,1,0,0.0
2260,1,34.0,0,0,0,1,0,0,1.0
2261,1,70.0,0,1,0,1,1,0,0.0
2262,1,18.0,0,1,0,1,1,0,0.0
2263,1,26.0,1,0,0,1,1,0,0.0
2264,0,17.0,0,0,0,1,0,0,1.0
2265,0,13.0,0,0,0,1,0,0,1.0
2266,0,19.0,0,0,0,1,0,0,1.0
2267,1,32.0,1,0,0,1,1,0,1.0
2268,0,33.0,0,0,0,1,0,0,1.0
2269,0,21.0,0,0,0,1,0,0,1.0
2270,1,23.0,0,1,0,1,1,0,0.0
2271,1,24.0,0,0,0,1,0,0,1.0
2272,0,17.0,0,0,0,0,0,0,1.0
2273,1,34.0,0,1,0,1,1,1,0.0
2274,0,31.0,0,1,0,1,0,0,1.0
2275,0,43.0,0,0,0,0,0,0,1.0
2276,0,43.0,0,0,0,0,0,0,1.0
2277,1,33.0,0,0,0,1,0,0,1.0
2278,1,28.0,0,1,0,1,1,0,0.0
2279,0,27.0,0,1,0,1,1,0,0.0
2280,1,7.0,0,1,0,1,1,0,0.0
2281,0,16.0,0,1,1,0,1,0,0.0
2282,0,42.0,0,0,0,0,0,0,1.0
2283,1,27.0,0,1,0,1,1,0,0.0
2284,0,19.0,0,0,0,1,0,0,1.0
2285,0,42.0,0,1,0,1,0,0,1.0
2286,0,13.0,0,0,1,0,1,0,0.0
2287,1,16.0,0,0,0,1,1,0,0.0
2288,1,21.0,0,0,0,1,0,0,1.0
2289,1,28.0,0,0,1,0,1,0,0.0
2290,0,69.0,0,1,0,1,1,0,0.0
2291,0,15.0,0,0,1,0,1,1,0.0
2292,0,48.0,0,0,0,1,0,0,1.0
2293,0,42.0,0,0,0,1,0,0,1.0
2294,0,42.0,0,1,0,1,0,0,1.0
2295,0,23.0,0,0,0,1,0,0,1.0
2296,0,26.0,0,0,0,1,0,0,1.0
2297,0,45.0,0,0,0,1,0,0,1.0
2298,0,30.0,0,0,0,1,0,0,1.0
2299,1,36.0,0,1,0,1,1,0,1.0
2300,0,28.82793046746535,1,0,0,1,0,0,1.0
2301,0,35.0,0,0,0,1,0,1,1.0
2302,1,21.0,1,0,0,1,1,0,1.0
2303,1,50.0,1,0,0,0,1,0,0.0
2304,0,52.0,0,0,0,1,1,0,0.0
2305,0,21.0,0,0,1,0,1,0,0.0
2306,0,41.0,0,0,0,0,0,0,1.0
2307,0,35.0,0,0,0,0,0,0,1.0
2308,0,26.0,0,0,0,1,0,0,1.0
2309,0,17.0,0,0,0,1,0,0,1.0
2310,0,69.0,0,1,0,1,0,0,1.0
2311,1,27.0,1,0,0,1,1,0,0.0
2312,0,25.0,0,0,1,0,0,0,1.0
2313,1,27.0,0,1,0,1,1,0,0.0
2314,0,25.0,0,0,0,1,0,0,1.0
2315,0,36.0,0,0,0,0,0,0,1.0
2316,0,14.0,0,0,0,1,0,0,1.0
2317,1,27.0,1,0,0,0,1,0,0.0
2318,0,22.0,0,0,0,1,0,0,1.0
2319,0,24.0,0,0,0,1,0,0,1.0
2320,0,28.82793046746535,0,1,0,1,0,0,1.0
2321,1,4.0,0,1,0,1,0,0,0.0
2322,0,19.0,0,1,0,1,0,0,1.0
2323,0,19.0,0,0,0,1,0,0,1.0
2324,0,38.0,0,1,0,0,0,0,1.0
2325,1,39.0,1,0,0,0,1,0,0.0
2326,0,23.0,1,0,0,0,0,0,1.0
2327,1,57.0,1,0,0,0,1,0,1.0
2328,1,18.0,1,0,0,1,1,0,0.0
2329,0,43.0,0,0,0,1,0,0,1.0
2330,1,28.0,0,1,0,1,0,0,1.0
2331,0,33.0,1,0,0,0,0,0,1.0
2332,1,37.0,1,0,0,0,1,0,0.0
2333,0,28.0,0,0,0,1,0,0,1.0
2334,0,28.0,1,0,0,0,0,1,1.0
2335,1,18.0,1,0,0,0,1,0,0.0
2336,0,29.0,0,0,0,0,0,0,1.0
2337,1,29.0,1,0,0,1,1,0,0.0
2338,1,28.0,1,0,0,0,1,0,0.0
2339,1,24.0,0,0,0,1,0,0,1.0
2340,0,59.0,1,0,0,1,0,0,1.0
2341,0,43.0,0,1,0,1,1,1,0.0
2342,1,20.0,0,1,0,1,1,1,0.0
2343,1,23.0,1,0,0,0,1,0,1.0
2344,1,27.0,1,0,0,0,1,0,1.0
2345,1,38.0,1,0,0,0,1,0,0.0
2346,1,38.0,0,0,1,0,1,1,0.0
2347,1,48.0,0,1,0,1,0,0,1.0
2348,0,25.0,0,1,0,1,0,0,1.0
2349,1,25.0,0,0,1,0,1,0,0.0
2350,0,24.0,0,1,0,1,0,0,1.0
2351,1,69.0,0,1,0,1,1,0,0.0
2352,0,20.0,1,0,0,0,0,0,1.0
2353,1,18.0,1,0,0,0,1,0,0.0
2354,0,28.0,0,0,0,1,1,0,0.0
2355,1,23.0,0,0,1,0,0,0,1.0
2356,0,24.0,0,1,0,1,0,0,1.0
2357,0,44.0,1,0,0,0,0,0,1.0
2358,0,29.0,0,1,0,1,0,0,1.0
2359,1,6.0,1,0,0,0,0,0,0.0
2360,0,42.0,1,0,0,1,0,0,1.0
2361,0,72.0,0,0,0,0,1,0,0.0
2362,0,36.0,0,0,0,1,0,0,1.0
2363,0,37.0,1,0,0,0,0,0,1.0
2364,1,41.0,1,0,0,0,0,0,1.0
2365,0,18.0,0,0,0,1,0,0,1.0
2366,0,62.0,0,1,0,1,0,0,1.0
2367,1,0.0,0,1,0,1,0,0,0.0
2368,0,55.0,0,1,0,1,0,0,1.0
2369,1,16.0,0,0,0,1,1,0,0.0
2370,0,32.0,0,0,0,1,0,0,1.0
2371,1,19.0,0,0,0,1,0,0,1.0
2372,1,7.0,0,0,0,0,0,0,1.0
2373,1,4.0,0,0,0,0,0,0,0.0
