,Transported,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CryoSleep_True,VIP_True
2365,0,18.0,852.0,48.0,0.0,7.0,0.0,0,0,0,1,0,0
2366,0,62.0,1663.0,0.0,23.0,2.0,12.0,0,1,0,1,0,0
2367,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2368,0,55.0,1281.0,0.0,7.0,1.0,0.0,0,1,0,1,0,0
2369,1,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2370,0,32.0,238.0,156.0,3.0,2.0,324.0,0,0,0,1,0,0
2371,1,19.0,0.0,1124.0,4.0,0.0,0.0,0,0,0,1,0,0
2372,1,7.0,0.0,0.0,0.0,0.0,304.8547912992357,0,0,0,0,0,0
2373,1,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2374,1,30.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2375,1,24.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2376,1,34.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2377,1,30.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2378,1,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2379,1,32.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2380,1,55.0,403.0,0.0,922.0,0.0,0.0,0,1,0,1,0,0
2381,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2382,0,51.0,0.0,1949.0,0.0,2549.0,39.0,1,0,0,1,0,0
2383,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2384,0,21.0,882.0,0.0,0.0,311.1387779083431,0.0,0,0,0,1,0,0
2385,0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
2386,0,19.0,194.0,44.0,0.0,549.0,1.0,0,0,0,1,0,0
2387,1,24.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2388,0,20.0,2502.0,0.0,96.0,0.0,0.0,0,1,0,1,0,0
2389,1,42.0,2.0,3024.0,0.0,89.0,10.0,1,0,0,1,0,0
2390,1,17.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2391,0,32.0,598.0,0.0,138.0,0.0,624.0,0,1,0,1,0,0
2392,1,28.0,145.0,8.0,557.0,0.0,74.0,0,0,0,1,0,0
2393,1,21.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2394,1,56.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1
2395,1,28.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2396,0,42.0,10.0,303.0,12.0,0.0,478.0,0,0,0,1,0,0
2397,0,18.0,1153.0,0.0,0.0,1409.0,195.0,0,0,0,1,0,0
2398,0,24.0,19.0,676.0,0.0,26.0,0.0,0,0,0,1,0,0
2399,0,20.0,496.0,20.0,16.0,0.0,254.0,0,0,0,1,0,0
2400,0,22.0,26.0,0.0,0.0,0.0,733.0,0,0,0,1,0,0
2401,0,22.0,98.0,0.0,46.0,641.0,0.0,0,0,0,1,0,0
2402,0,21.0,0.0,0.0,173.72916912197996,0.0,0.0,0,0,1,0,1,0
2403,1,28.0,4.0,166.0,743.0,0.0,0.0,0,0,0,1,0,0
2404,1,26.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2405,1,50.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2406,0,26.0,0.0,8150.0,0.0,3508.0,99.0,1,0,0,1,0,0
2407,0,30.0,0.0,632.0,0.0,673.0,2272.0,1,0,0,1,0,1
2408,1,29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2409,0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
2410,0,45.0,406.0,148.0,285.0,0.0,0.0,0,0,0,1,0,0
2411,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2412,0,18.0,9.0,419.0,0.0,201.0,7.0,0,0,1,0,0,0
2413,0,23.0,0.0,121.0,0.0,568.0,128.0,0,0,0,1,0,0
2414,0,29.0,803.0,0.0,0.0,58.0,0.0,0,1,0,1,0,1
2415,0,18.0,1102.0,9.0,2628.0,0.0,0.0,0,1,0,1,0,0
2416,0,28.0,804.0,2.0,13.0,0.0,62.0,0,0,0,1,0,0
2417,1,34.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2418,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
2419,1,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2420,0,28.0,938.0,61.0,0.0,53.0,4.0,0,1,0,1,0,0
2421,1,8.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2422,0,20.0,59.0,0.0,1646.0,1657.0,0.0,0,1,0,1,0,0
2423,1,20.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2424,1,25.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2425,0,31.0,995.0,7.0,1213.0,0.0,687.0,0,1,0,0,0,0
2426,0,37.0,27.0,0.0,1131.0,0.0,1318.0,0,1,0,1,0,0
2427,0,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2428,1,24.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2429,0,34.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2430,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
2431,0,25.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2432,1,43.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
2433,0,28.82793046746535,900.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0
2434,0,45.0,10.0,16.0,801.0,73.0,304.8547912992357,0,0,0,1,0,0
2435,1,63.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2436,1,17.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2437,1,35.0,0.0,1471.0,2.0,445.0,533.0,1,0,0,0,0,0
2438,1,12.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0
2439,1,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2440,0,17.0,0.0,604.0,0.0,0.0,218.0,0,0,0,1,1,0
2441,0,32.0,59.0,0.0,469.0,0.0,0.0,0,0,1,0,0,0
2442,1,23.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2443,0,17.0,2000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2444,0,34.0,492.0,0.0,13.0,55.0,0.0,0,0,0,0,0,0
2445,0,15.0,0.0,0.0,875.0,3.0,304.8547912992357,0,0,0,1,0,0
2446,1,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2447,0,22.0,0.0,1.0,271.0,0.0,1348.0,0,0,0,1,0,0
2448,0,19.0,232.0,0.0,479.0,0.0,5.0,0,0,0,1,0,0
2449,0,40.0,0.0,228.0,5.0,454.0,1.0,0,0,1,0,0,1
2450,1,25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2451,0,51.0,0.0,6.0,0.0,2085.0,67.0,1,0,0,0,0,0
2452,0,22.0,91.0,6.0,0.0,17.0,693.0,0,0,0,1,0,0
2453,1,50.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
2454,0,26.0,0.0,0.0,0.0,0.0,304.8547912992357,0,0,0,0,0,0
2455,1,39.0,0.0,0.0,0.0,0.0,304.8547912992357,0,1,0,1,1,0
2456,1,18.0,1867.0,0.0,29.0,72.0,304.8547912992357,0,1,0,1,0,0
2457,0,22.0,224.687617481203,0.0,137.0,671.0,304.8547912992357,0,0,0,1,0,0
2458,0,26.0,0.0,29.0,0.0,759.0,0.0,0,0,0,1,0,0
2459,0,19.0,0.0,0.0,0.0,0.0,1051.0,0,0,0,1,0,0
2460,0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2461,0,24.0,0.0,0.0,17.0,0.0,793.0,0,1,0,1,0,0
2462,0,34.0,122.0,0.0,6.0,739.0,0.0,0,0,1,0,0,0
2463,1,55.0,0.0,815.0,1558.0,3.0,1334.0,1,0,0,1,0,0
2464,0,42.0,3.0,2174.0,0.0,10860.0,2564.0,1,0,0,1,0,0
2465,1,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2466,1,28.0,0.0,3053.0,0.0,839.0,2153.0,1,0,0,0,0,0
2467,1,26.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2468,0,33.0,0.0,286.0,1795.0,712.0,7041.0,1,0,0,0,0,0
2469,0,24.0,0.0,0.0,0.0,636.0,68.0,0,0,0,1,0,0
2470,0,23.0,490.0,313.0,0.0,6.0,0.0,0,0,0,1,0,0
2471,0,16.0,46.0,0.0,1994.0,0.0,677.0,0,1,0,1,0,0
2472,0,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2473,1,44.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2474,1,22.0,0.0,0.0,670.0,0.0,32.0,0,0,0,1,0,0
2475,0,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2476,0,20.0,0.0,27.0,1.0,686.0,1.0,0,0,0,1,0,0
2477,0,21.0,366.0,1136.0,795.0,132.0,0.0,0,0,0,1,0,1
2478,1,14.0,224.687617481203,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2479,0,27.0,0.0,0.0,173.72916912197996,2.0,1215.0,0,0,0,1,0,0
2480,0,19.0,1.0,4.0,0.0,750.0,3.0,0,0,0,1,0,0
2481,1,21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2482,0,28.82793046746535,1722.0,4.0,937.0,0.0,0.0,0,1,0,0,0,0
2483,1,13.0,0.0,0.0,0.0,4.0,811.0,0,0,0,0,0,0
2484,1,71.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0
2485,0,28.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2486,0,18.0,1874.0,0.0,260.0,0.0,0.0,0,1,0,0,0,0
2487,0,23.0,29.0,34.0,1.0,2838.0,0.0,0,0,0,0,0,0
2488,0,34.0,0.0,382.0,0.0,87.0,236.0,0,0,0,0,0,0
2489,0,20.0,4.0,790.0,0.0,15.0,0.0,0,0,0,1,0,0
2490,0,17.0,0.0,33.0,0.0,56.0,708.0,0,0,0,0,0,0
2491,0,21.0,970.0,0.0,213.0,8.0,86.0,0,0,1,0,0,0
2492,1,33.0,0.0,1554.0,3813.0,0.0,1435.0,1,0,0,1,0,0
2493,1,34.0,3551.0,1284.0,1865.0,90.0,0.0,1,0,0,0,0,0
2494,0,51.0,0.0,302.0,0.0,1367.0,669.0,1,0,0,1,0,0
2495,1,21.0,0.0,680.0,0.0,10.0,0.0,0,0,0,1,0,0
2496,0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2497,0,31.0,880.0,0.0,0.0,8.0,0.0,0,0,0,1,0,0
2498,1,36.0,2.0,1297.0,0.0,4.0,0.0,1,0,0,1,0,0
2499,0,39.0,0.0,7116.0,0.0,13208.0,1515.0,1,0,0,1,0,0
2500,0,26.0,886.0,0.0,0.0,0.0,21.0,0,0,0,1,0,0
2501,1,51.0,0.0,1347.0,0.0,43.0,0.0,0,0,0,1,0,0
2502,0,24.0,13.0,193.0,0.0,0.0,591.0,0,1,0,1,0,0
2503,1,27.0,339.0,104.0,116.0,160.0,0.0,0,0,0,0,0,0
2504,0,31.0,0.0,243.0,1.0,559.0,0.0,0,0,0,1,0,0
2505,0,24.0,0.0,0.0,21.0,0.0,695.0,0,0,0,1,0,0
2506,0,57.0,0.0,1514.0,0.0,72.0,1393.0,1,0,0,1,0,0
2507,0,36.0,11.0,79.0,0.0,210.0,1895.0,1,0,0,0,0,1
2508,0,55.0,0.0,846.0,0.0,263.0,2024.0,1,0,0,1,0,0
2509,0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2510,0,18.0,947.0,0.0,4.0,4.0,0.0,0,1,0,1,0,0
2511,0,27.0,1893.0,487.0,4.0,0.0,0.0,0,1,0,1,0,1
2512,0,50.0,0.0,2684.0,0.0,153.0,1751.0,1,0,0,1,0,0
2513,0,24.0,45.0,138.0,1.0,0.0,530.0,0,0,0,1,0,0
2514,1,20.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2515,1,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2516,0,18.0,0.0,617.0,0.0,0.0,10.0,0,0,0,1,0,0
2517,0,44.0,1178.0,1.0,348.0,0.0,0.0,0,0,0,1,0,0
2518,1,27.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2519,1,58.0,1113.0,1650.0,0.0,194.0,510.0,1,0,0,1,0,0
2520,1,29.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0
2521,1,23.0,3.0,548.0,37.0,0.0,12.0,0,0,1,0,0,0
2522,1,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2523,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2524,0,33.0,361.0,0.0,381.0,1622.0,0.0,0,1,0,0,0,0
2525,1,12.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1
2526,1,44.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2527,1,20.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2528,0,59.0,269.0,1776.0,0.0,0.0,12.0,0,0,0,0,0,1
2529,0,18.0,130.0,0.0,13.0,191.0,554.0,0,0,0,1,0,0
2530,1,72.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2531,0,23.0,171.0,2373.0,1.0,30.0,985.0,0,0,1,0,0,0
2532,0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
2533,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2534,0,25.0,21.0,746.0,55.0,0.0,4.0,0,0,1,0,0,0
2535,1,25.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
2536,1,24.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2537,1,54.0,0.0,5876.0,0.0,0.0,914.0,1,0,0,1,0,0
2538,1,17.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
2539,0,48.0,1200.0,0.0,38.0,48.0,0.0,0,1,0,1,0,0
2540,0,40.0,0.0,0.0,362.0,272.0,0.0,0,0,0,1,0,0
2541,0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2542,0,32.0,0.0,9.0,11.0,784.0,63.0,0,0,0,1,0,0
2543,1,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2544,1,52.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2545,0,16.0,0.0,1115.0,0.0,1674.0,132.0,0,0,0,1,0,0
2546,1,16.0,0.0,458.07720329024676,0.0,0.0,0.0,0,0,0,1,1,0
2547,1,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
2548,0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2549,1,10.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2550,0,27.0,1709.0,4.0,24.0,0.0,0.0,0,1,0,1,0,1
2551,1,45.0,0.0,726.0,0.0,281.0,1257.0,1,0,0,0,0,0
2552,0,26.0,2381.0,1772.0,0.0,0.0,2618.0,1,0,0,1,0,0
2553,0,29.0,1049.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2554,1,38.0,0.0,0.0,0.0,311.1387779083431,0.0,0,0,1,0,1,0
2555,1,19.0,1.0,143.0,0.0,254.0,107.0,0,0,0,1,0,0
2556,0,43.0,471.0,0.0,133.0,2.0,692.0,0,1,0,1,0,0
2557,0,15.0,746.0,0.0,2.0,0.0,11.0,0,0,0,1,0,0
2558,0,31.0,1511.0,0.0,310.0,0.0,0.0,0,1,0,0,0,0
2559,0,52.0,758.0,0.0,356.0,5.0,0.0,0,1,0,1,0,0
2560,1,49.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1
2561,1,29.0,143.0,548.0,0.0,0.0,0.0,0,0,0,0,0,0
2562,1,18.0,600.0,0.0,0.0,179.0,11.0,0,0,0,1,0,1
2563,1,41.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
2564,0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
2565,0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2566,1,58.0,0.0,82.0,0.0,758.0,0.0,0,0,0,1,0,0
2567,0,39.0,0.0,0.0,0.0,0.0,907.0,0,0,1,0,0,0
2568,0,13.0,911.0,1.0,0.0,74.0,0.0,0,0,0,1,0,0
2569,1,36.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2570,0,23.0,253.0,0.0,0.0,888.0,0.0,0,1,0,0,0,0
2571,1,24.0,224.687617481203,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2572,0,33.0,0.0,0.0,170.0,14.0,810.0,0,0,0,1,0,0
2573,0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2574,0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2575,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2576,0,36.0,625.0,0.0,260.0,0.0,0.0,0,0,0,1,0,0
2577,0,15.0,254.0,0.0,10.0,180.0,0.0,0,0,0,0,0,0
2578,1,31.0,91.0,756.0,0.0,0.0,12.0,0,0,0,1,0,0
2579,1,42.0,0.0,0.0,213.0,166.0,1209.0,0,0,0,1,0,0
2580,0,27.0,1502.0,1.0,0.0,0.0,0.0,0,1,0,1,0,0
2581,1,36.0,123.0,3.0,173.72916912197996,7.0,0.0,0,0,0,1,0,0
2582,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
2583,0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2584,0,22.0,0.0,837.0,192.0,0.0,304.8547912992357,0,0,1,0,0,0
2585,0,56.0,0.0,1721.0,0.0,96.0,0.0,0,0,0,1,0,0
2586,0,23.0,0.0,0.0,0.0,757.0,0.0,0,0,0,1,0,0
2587,0,25.0,314.0,2.0,648.0,92.0,0.0,0,1,0,1,0,0
2588,0,29.0,3.0,0.0,3.0,0.0,697.0,0,0,0,1,0,0
2589,0,17.0,0.0,1195.0,31.0,0.0,0.0,0,0,0,1,0,0
2590,0,13.0,412.0,4.0,0.0,0.0,551.0,0,0,0,1,0,0
2591,1,35.0,2301.0,0.0,414.0,311.1387779083431,0.0,0,1,0,1,0,1
2592,1,53.0,224.687617481203,0.0,0.0,0.0,0.0,0,1,0,0,1,0
2593,0,24.0,14.0,702.0,0.0,0.0,0.0,0,0,0,1,0,0
2594,0,38.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2595,1,21.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2596,0,29.0,2.0,8.0,0.0,2864.0,155.0,1,0,0,0,0,0
2597,1,46.0,0.0,0.0,1661.0,52.0,8.0,0,0,0,1,0,0
2598,1,58.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2599,1,53.0,0.0,1.0,0.0,195.0,493.0,0,0,1,0,0,0
2600,0,21.0,13.0,458.07720329024676,1098.0,64.0,1.0,0,0,0,0,0,0
2601,0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2602,0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2603,1,23.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1
2604,0,41.0,0.0,320.0,4333.0,1313.0,51.0,1,0,0,0,0,0
2605,0,29.0,3.0,933.0,0.0,674.0,731.0,1,0,0,1,0,0
2606,0,54.0,0.0,37.0,0.0,4689.0,0.0,1,0,0,0,0,0
2607,1,43.0,0.0,9923.0,660.0,10.0,266.0,1,0,0,0,0,0
2608,1,36.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2609,1,48.0,784.0,87.0,0.0,0.0,1.0,0,0,0,1,0,0
2610,1,34.0,10.0,5659.0,15.0,3.0,0.0,1,0,0,1,0,0
2611,0,42.0,0.0,802.0,0.0,2622.0,671.0,1,0,0,1,0,0
2612,0,17.0,0.0,0.0,0.0,863.0,0.0,0,0,0,0,0,0
2613,0,22.0,0.0,0.0,0.0,0.0,1345.0,0,0,0,1,0,0
2614,0,37.0,6.0,437.0,173.72916912197996,54.0,3030.0,1,0,0,1,0,0
2615,1,38.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2616,0,21.0,3.0,0.0,0.0,881.0,0.0,0,0,0,1,0,0
2617,1,23.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0
2618,0,27.0,1.0,767.0,0.0,13104.0,3657.0,1,0,0,1,0,0
2619,1,23.0,18.0,2595.0,0.0,0.0,122.0,0,0,0,1,0,0
2620,0,19.0,0.0,0.0,366.0,268.0,0.0,0,0,0,1,0,0
2621,0,28.0,948.0,0.0,64.0,170.0,0.0,0,1,0,1,0,0
2622,0,33.0,0.0,0.0,154.0,22.0,820.0,0,0,0,1,0,0
2623,0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2624,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2625,1,41.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2626,0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2627,0,44.0,0.0,0.0,0.0,0.0,871.0,0,0,0,1,0,0
2628,1,43.0,803.0,0.0,384.0,120.0,0.0,0,1,0,0,0,0
2629,1,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2630,1,18.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0
2631,0,25.0,237.0,0.0,910.0,0.0,12.0,0,1,0,1,0,0
2632,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2633,1,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0
2634,1,24.0,165.0,0.0,981.0,2.0,0.0,0,1,0,1,0,0
2635,0,38.0,77.0,169.0,0.0,0.0,470.0,0,0,0,1,0,0
2636,1,44.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2637,1,57.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2638,1,3.0,0.0,0.0,173.72916912197996,0.0,0.0,0,1,0,0,1,0
2639,0,5.0,0.0,0.0,0.0,0.0,304.8547912992357,0,0,0,1,1,1
2640,1,3.0,0.0,458.07720329024676,0.0,0.0,0.0,0,0,0,0,1,0
2641,1,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2642,0,8.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2643,1,21.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2644,1,35.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2645,1,47.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2646,0,28.0,1581.0,213.0,0.0,18.0,3051.0,1,0,0,0,0,0
2647,0,49.0,20.0,6807.0,174.0,3538.0,2473.0,1,0,0,1,0,0
2648,1,23.0,0.0,824.0,0.0,495.0,1479.0,1,0,0,1,0,0
2649,0,19.0,0.0,1.0,0.0,2085.0,55.0,1,0,0,1,0,0
2650,0,34.0,0.0,250.0,23.0,0.0,514.0,0,0,0,1,0,0
2651,1,40.0,0.0,11.0,0.0,2205.0,1295.0,1,0,0,1,0,1
2652,0,26.0,0.0,186.0,173.72916912197996,548.0,5058.0,1,0,0,0,0,1
2653,0,23.0,0.0,0.0,173.72916912197996,3.0,1919.0,0,0,1,0,0,0
2654,0,22.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0
2655,1,51.0,1.0,3935.0,0.0,146.0,0.0,1,0,0,1,0,0
2656,0,44.0,672.0,0.0,0.0,0.0,20.0,0,0,0,0,0,0
2657,0,50.0,357.0,0.0,657.0,0.0,0.0,0,1,0,1,0,0
2658,1,28.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2659,1,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2660,0,21.0,33.0,126.0,0.0,461.0,0.0,0,0,0,0,0,0
2661,1,20.0,56.0,757.0,111.0,0.0,0.0,0,0,0,1,0,0
2662,0,14.0,0.0,458.07720329024676,14.0,692.0,809.0,0,0,0,0,0,0
2663,0,38.0,0.0,896.0,0.0,311.1387779083431,4168.0,1,0,0,0,0,0
2664,0,29.0,631.0,458.07720329024676,0.0,40.0,0.0,0,0,1,0,0,0
2665,1,36.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2666,1,16.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2667,1,40.0,0.0,458.07720329024676,0.0,0.0,0.0,1,0,0,1,1,0
2668,1,28.82793046746535,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2669,1,18.0,154.0,22.0,77.0,1053.0,0.0,0,0,1,0,0,0
2670,1,17.0,5.0,756.0,0.0,0.0,0.0,0,0,0,1,0,0
2671,1,32.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0
2672,0,27.0,0.0,2.0,49.0,0.0,801.0,0,0,0,1,0,0
2673,0,34.0,2904.0,23.0,7.0,0.0,81.0,0,1,0,1,0,0
2674,1,53.0,520.0,0.0,442.0,0.0,0.0,0,1,0,1,0,0
2675,1,36.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1
2676,0,41.0,71.0,0.0,1617.0,31.0,0.0,0,1,0,1,0,0
2677,0,51.0,819.0,4.0,92.0,38.0,0.0,0,1,0,1,0,0
2678,1,61.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2679,1,59.0,0.0,0.0,1.0,920.0,1.0,0,0,0,1,0,0
2680,1,17.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1,1,0
2681,1,27.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
2682,1,57.0,0.0,1431.0,0.0,30.0,337.0,0,0,1,0,0,0
2683,0,39.0,2127.0,458.07720329024676,23.0,0.0,0.0,0,1,0,0,0,0
2684,1,55.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
2685,0,42.0,173.0,656.0,0.0,0.0,23.0,0,0,0,1,0,0
2686,0,36.0,418.0,40.0,7.0,338.0,0.0,0,0,0,1,0,0
2687,1,42.0,44.0,0.0,3648.0,0.0,9.0,0,1,0,1,0,0
2688,0,32.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0
2689,0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2690,0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0
2691,1,28.0,0.0,93.0,1282.0,0.0,0.0,0,0,0,1,0,0
2692,0,37.0,912.0,0.0,0.0,311.1387779083431,0.0,0,1,0,1,0,0
2693,0,44.0,0.0,0.0,744.0,62.0,3.0,0,0,0,1,0,0
2694,0,71.0,901.0,0.0,1698.0,0.0,0.0,0,1,0,1,0,1
2695,0,44.0,0.0,351.0,0.0,3.0,3447.0,1,0,0,1,0,0
2696,1,36.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0
