,Transported,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,Destination,CryoSleep,VIP
1267,True,67.0,0.0,761.0,0.0,1.0,0.0,Mars,TRAPPIST-1e,False,False
1268,False,22.0,0.0,1531.0,0.0,369.0,2969.0,Europa,TRAPPIST-1e,False,False
1269,True,28.82793046746535,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1270,True,27.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,True,False
1271,False,14.0,1489.0,2.0,126.0,460.0,72.0,Earth,TRAPPIST-1e,False,False
1272,False,42.0,491.0,106.0,8.0,202.0,0.0,Earth,PSO J318.5-22,False,False
1273,False,19.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,True,False
1274,False,22.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1275,False,31.0,43.0,782.0,1.0,660.0,0.0,Mars,TRAPPIST-1e,False,False
1276,True,10.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1277,False,39.0,1535.0,0.0,340.0,0.0,723.0,Mars,TRAPPIST-1e,False,False
1278,True,41.0,0.0,0.0,0.0,0.0,304.8547912992357,Mars,TRAPPIST-1e,True,False
1279,True,0.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1280,True,22.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,True,False
1281,False,21.0,0.0,39.0,0.0,310.0,539.0,Earth,TRAPPIST-1e,False,False
1282,True,40.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1283,True,25.0,0.0,997.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1284,False,23.0,0.0,1268.0,0.0,119.0,2.0,Earth,TRAPPIST-1e,False,False
1285,False,33.0,77.0,2381.0,0.0,3656.0,150.0,Europa,55 Cancri e,False,False
1286,True,20.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1287,True,40.0,0.0,458.07720329024676,0.0,0.0,0.0,Earth,55 Cancri e,True,False
1288,False,27.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1289,False,21.0,965.0,0.0,23.0,3.0,0.0,Earth,TRAPPIST-1e,False,False
1290,False,25.0,591.0,466.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1291,False,2.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1292,False,19.0,0.0,3.0,946.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1293,False,41.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1294,True,43.0,0.0,2801.0,537.0,42.0,144.0,Europa,TRAPPIST-1e,False,False
1295,False,19.0,245.0,41.0,550.0,311.1387779083431,0.0,Earth,TRAPPIST-1e,False,False
1296,True,22.0,926.0,0.0,0.0,0.0,78.0,Earth,TRAPPIST-1e,False,False
1297,False,16.0,0.0,30.0,0.0,769.0,4.0,Earth,TRAPPIST-1e,False,False
1298,False,42.0,0.0,21.0,0.0,2735.0,3604.0,Europa,55 Cancri e,False,False
1299,True,20.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,True,False
1300,False,35.0,0.0,1125.0,429.0,0.0,55.0,Earth,55 Cancri e,False,False
1301,True,53.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1302,False,17.0,21.0,0.0,690.0,260.0,5.0,Earth,TRAPPIST-1e,False,False
1303,False,6.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1304,True,22.0,0.0,442.0,0.0,0.0,368.0,Earth,TRAPPIST-1e,False,False
1305,True,41.0,338.0,0.0,377.0,2.0,86.0,Earth,TRAPPIST-1e,False,False
1306,True,19.0,189.0,510.0,0.0,0.0,0.0,Earth,55 Cancri e,False,False
1307,False,39.0,705.0,3.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1308,True,23.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1309,False,31.0,1088.0,0.0,280.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1310,True,38.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,True,False
1311,True,1.0,0.0,0.0,173.72916912197996,0.0,0.0,Earth,PSO J318.5-22,True,False
1312,True,13.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1313,False,21.0,1072.0,79.0,46.0,16.0,0.0,Mars,TRAPPIST-1e,False,False
1314,False,44.0,485.0,2.0,210.0,0.0,351.0,Mars,55 Cancri e,False,False
1315,False,36.0,42.0,0.0,212.0,151.0,1853.0,Mars,TRAPPIST-1e,False,False
1316,False,19.0,2058.0,0.0,224.0,298.0,19.0,Mars,TRAPPIST-1e,False,False
1317,True,7.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1318,False,39.0,386.0,190.0,0.0,489.0,0.0,Earth,TRAPPIST-1e,False,False
1319,True,28.0,0.0,508.0,334.0,0.0,46.0,Earth,TRAPPIST-1e,False,False
1320,False,28.0,0.0,0.0,529.0,560.0,60.0,Earth,TRAPPIST-1e,False,False
1321,True,14.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,True,False
1322,False,18.0,0.0,0.0,599.0,59.0,152.0,Earth,TRAPPIST-1e,True,False
1323,True,23.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,True,False
1324,True,33.0,0.0,0.0,173.72916912197996,0.0,0.0,Earth,55 Cancri e,True,False
1325,False,18.0,1656.0,0.0,0.0,311.1387779083431,0.0,Earth,TRAPPIST-1e,False,False
1326,False,47.0,1.0,734.0,28.0,78.0,3471.0,Europa,TRAPPIST-1e,False,False
1327,False,42.0,0.0,51.0,0.0,4170.0,13.0,Europa,TRAPPIST-1e,False,False
1328,False,17.0,36.0,0.0,1013.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1329,False,21.0,737.0,4.0,27.0,8.0,0.0,Earth,TRAPPIST-1e,False,False
1330,True,17.0,8.0,222.0,3.0,401.0,0.0,Earth,PSO J318.5-22,False,False
1331,False,26.0,4.0,770.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,False
1332,False,23.0,0.0,567.0,896.0,0.0,122.0,Earth,TRAPPIST-1e,False,False
1333,False,15.0,0.0,0.0,173.72916912197996,0.0,832.0,Earth,55 Cancri e,False,False
1334,False,18.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,True,False
1335,False,65.0,259.0,0.0,0.0,0.0,1916.0,Earth,TRAPPIST-1e,False,False
1336,True,33.0,13.0,458.07720329024676,2011.0,17.0,32.0,Europa,55 Cancri e,False,False
1337,False,27.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1338,False,41.0,0.0,184.0,0.0,1520.0,3358.0,Europa,TRAPPIST-1e,False,False
1339,False,42.0,1381.0,0.0,1243.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1340,False,28.82793046746535,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1341,False,37.0,328.0,6153.0,173.72916912197996,26.0,820.0,Mars,TRAPPIST-1e,False,False
1342,False,17.0,891.0,0.0,243.0,0.0,5.0,Mars,55 Cancri e,False,False
1343,True,24.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1344,True,39.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1345,True,59.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1346,True,32.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1347,False,29.0,2988.0,2147.0,0.0,0.0,1779.0,Europa,55 Cancri e,False,False
1348,True,8.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,False
1349,True,28.0,0.0,4380.0,0.0,692.0,0.0,Europa,55 Cancri e,False,False
1350,True,35.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1351,False,24.0,711.0,0.0,0.0,59.0,57.0,Earth,TRAPPIST-1e,False,False
1352,True,1.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1353,True,4.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1354,True,28.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1355,True,46.0,0.0,0.0,173.72916912197996,0.0,0.0,Mars,55 Cancri e,True,False
1356,False,67.0,443.0,0.0,1721.0,250.0,2.0,Mars,TRAPPIST-1e,False,False
1357,False,44.0,0.0,200.0,128.0,460.0,0.0,Earth,TRAPPIST-1e,False,False
1358,False,14.0,360.0,0.0,2116.0,1.0,8.0,Earth,TRAPPIST-1e,False,False
1359,True,23.0,0.0,0.0,4.0,0.0,965.0,Earth,TRAPPIST-1e,False,False
1360,False,51.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1361,False,20.0,0.0,258.0,331.0,133.0,304.8547912992357,Earth,TRAPPIST-1e,False,False
1362,True,0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1363,False,0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1364,False,23.0,0.0,20.0,26.0,0.0,659.0,Earth,55 Cancri e,False,False
1365,False,24.0,181.0,224.0,0.0,195.0,191.0,Earth,TRAPPIST-1e,False,False
1366,False,41.0,112.0,186.0,228.0,760.0,0.0,Mars,TRAPPIST-1e,False,False
1367,False,30.0,806.0,100.0,9.0,311.1387779083431,47.0,Mars,TRAPPIST-1e,False,False
1368,False,27.0,0.0,1826.0,39.0,11.0,649.0,Earth,TRAPPIST-1e,False,False
1369,True,13.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,True,False
1370,True,16.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1371,True,30.0,50.0,1248.0,0.0,1.0,912.0,Europa,TRAPPIST-1e,False,False
1372,True,8.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,False
1373,False,59.0,0.0,0.0,0.0,0.0,755.0,Earth,TRAPPIST-1e,False,False
1374,True,43.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1375,False,30.0,0.0,138.0,0.0,5467.0,112.0,Europa,55 Cancri e,False,False
1376,False,46.0,202.0,484.0,0.0,3208.0,2485.0,Europa,55 Cancri e,False,False
1377,True,39.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1378,False,21.0,5.0,251.0,10.0,26.0,3384.0,Europa,TRAPPIST-1e,False,False
1379,True,70.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1380,False,34.0,0.0,1646.0,0.0,51.0,1462.0,Europa,55 Cancri e,False,False
1381,False,33.0,0.0,774.0,0.0,6255.0,6.0,Europa,TRAPPIST-1e,False,False
1382,True,44.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1383,False,16.0,0.0,2838.0,32.0,5.0,3404.0,Earth,55 Cancri e,True,True
1384,True,63.0,3.0,801.0,0.0,0.0,5.0,Earth,TRAPPIST-1e,False,False
1385,False,37.0,0.0,13561.0,15.0,4060.0,72.0,Europa,TRAPPIST-1e,False,False
1386,True,29.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1387,True,29.0,0.0,2509.0,0.0,16.0,698.0,Europa,TRAPPIST-1e,False,False
1388,True,22.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1389,True,26.0,0.0,533.0,2119.0,10.0,504.0,Europa,TRAPPIST-1e,False,False
1390,False,76.0,0.0,2732.0,422.0,16594.0,330.0,Europa,55 Cancri e,False,False
1391,False,61.0,0.0,368.0,3.0,4422.0,0.0,Earth,TRAPPIST-1e,False,False
1392,False,46.0,0.0,0.0,2020.0,323.0,0.0,Mars,TRAPPIST-1e,False,False
1393,True,19.0,224.687617481203,905.0,387.0,0.0,0.0,Earth,55 Cancri e,False,False
1394,True,13.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,True,False
1395,False,28.82793046746535,0.0,458.07720329024676,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1396,True,30.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1397,False,23.0,200.0,414.0,73.0,1.0,1.0,Earth,PSO J318.5-22,False,False
1398,False,63.0,356.0,287.0,0.0,0.0,248.0,Earth,PSO J318.5-22,False,False
1399,False,21.0,894.0,1.0,0.0,61.0,26.0,Mars,TRAPPIST-1e,False,False
1400,True,32.0,0.0,0.0,0.0,311.1387779083431,0.0,Mars,TRAPPIST-1e,True,False
1401,False,33.0,0.0,0.0,0.0,417.0,2372.0,Earth,TRAPPIST-1e,False,False
1402,False,39.0,224.687617481203,19.0,733.0,0.0,701.0,Earth,PSO J318.5-22,False,False
1403,True,49.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1404,False,27.0,555.0,0.0,744.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1405,False,16.0,92.0,1.0,884.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1406,True,38.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1407,True,42.0,0.0,0.0,0.0,0.0,304.8547912992357,Mars,TRAPPIST-1e,True,False
1408,False,19.0,73.0,0.0,0.0,813.0,2.0,Earth,TRAPPIST-1e,False,False
1409,False,26.0,0.0,304.0,0.0,3998.0,304.8547912992357,Europa,55 Cancri e,False,False
1410,True,32.0,0.0,0.0,0.0,817.0,8.0,Earth,55 Cancri e,False,False
1411,False,56.0,0.0,51.0,0.0,2.0,706.0,Earth,TRAPPIST-1e,False,False
1412,True,0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1413,False,38.0,35.0,0.0,0.0,0.0,713.0,Earth,TRAPPIST-1e,False,False
1414,False,30.0,0.0,495.0,173.72916912197996,0.0,153.0,Earth,TRAPPIST-1e,False,False
1415,False,21.0,5.0,0.0,0.0,2.0,1061.0,Earth,TRAPPIST-1e,False,False
1416,False,11.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1417,False,3.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1418,True,17.0,0.0,55.0,913.0,0.0,55.0,Earth,55 Cancri e,False,False
1419,True,35.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,True,False
1420,False,17.0,319.0,184.0,0.0,0.0,376.0,Earth,55 Cancri e,False,False
1421,True,0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1422,True,46.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1423,False,63.0,0.0,216.0,0.0,594.0,0.0,Earth,TRAPPIST-1e,False,False
1424,False,35.0,1890.0,0.0,497.0,1.0,0.0,Mars,TRAPPIST-1e,False,False
1425,False,61.0,1114.0,0.0,68.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1426,True,19.0,0.0,24.0,615.0,9.0,0.0,Earth,55 Cancri e,False,False
1427,True,43.0,0.0,0.0,1217.0,2.0,0.0,Earth,TRAPPIST-1e,False,False
1428,False,14.0,1.0,1.0,683.0,419.0,0.0,Earth,TRAPPIST-1e,False,False
1429,False,78.0,0.0,0.0,0.0,441.0,4.0,Earth,TRAPPIST-1e,False,False
1430,False,21.0,398.0,490.0,0.0,311.1387779083431,0.0,Earth,TRAPPIST-1e,False,False
1431,False,32.0,1240.0,0.0,58.0,0.0,0.0,Mars,TRAPPIST-1e,False,True
1432,False,31.0,1226.0,0.0,1.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1433,True,40.0,1006.0,458.07720329024676,0.0,284.0,329.0,Europa,TRAPPIST-1e,False,False
1434,True,13.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1435,False,36.0,0.0,2345.0,0.0,1966.0,27.0,Europa,TRAPPIST-1e,False,False
1436,False,31.0,65.0,2121.0,0.0,6431.0,1.0,Europa,55 Cancri e,False,False
1437,False,18.0,765.0,0.0,13.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1438,True,40.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1439,True,28.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1440,True,41.0,0.0,458.07720329024676,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1441,True,35.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1442,True,14.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1443,True,20.0,539.0,1269.0,38.0,0.0,0.0,Mars,TRAPPIST-1e,False,False
1444,False,23.0,4.0,458.07720329024676,2.0,254.0,521.0,Earth,55 Cancri e,False,False
1445,True,22.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1446,True,25.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,False
1447,True,18.0,3992.0,673.0,1360.0,2.0,0.0,Mars,55 Cancri e,False,False
1448,True,25.0,0.0,7069.0,0.0,45.0,282.0,Europa,PSO J318.5-22,False,True
1449,True,30.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,False
1450,False,46.0,0.0,0.0,533.0,277.0,0.0,Earth,TRAPPIST-1e,False,False
1451,False,27.0,0.0,31.0,0.0,1.0,11378.0,Europa,TRAPPIST-1e,False,False
1452,False,53.0,1015.0,0.0,0.0,0.0,1.0,Earth,TRAPPIST-1e,False,False
1453,True,21.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1454,True,32.0,54.0,3782.0,0.0,21.0,5.0,Europa,55 Cancri e,True,False
1455,False,32.0,1.0,470.0,0.0,1440.0,2114.0,Europa,TRAPPIST-1e,False,False
1456,True,33.0,0.0,7139.0,22.0,0.0,553.0,Europa,TRAPPIST-1e,False,True
1457,False,26.0,0.0,170.0,0.0,3718.0,0.0,Europa,TRAPPIST-1e,False,False
1458,True,47.0,12.0,7.0,0.0,720.0,0.0,Earth,TRAPPIST-1e,False,False
1459,False,13.0,7172.0,0.0,157.0,20.0,0.0,Mars,TRAPPIST-1e,False,False
1460,True,34.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1461,False,21.0,9.0,0.0,0.0,0.0,800.0,Earth,TRAPPIST-1e,False,False
1462,True,20.0,206.0,0.0,629.0,67.0,523.0,Mars,TRAPPIST-1e,False,False
1463,False,21.0,163.0,0.0,661.0,32.0,0.0,Earth,TRAPPIST-1e,False,False
1464,True,51.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,True
1465,True,18.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1466,False,26.0,1.0,230.0,0.0,42.0,4030.0,Europa,TRAPPIST-1e,False,False
1467,False,53.0,5022.0,2376.0,0.0,0.0,235.0,Europa,55 Cancri e,False,True
1468,True,30.0,0.0,1376.0,43.0,0.0,1460.0,Europa,TRAPPIST-1e,False,False
1469,False,37.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1470,False,45.0,0.0,1389.0,0.0,2987.0,0.0,Europa,TRAPPIST-1e,False,False
1471,False,62.0,877.0,15.0,0.0,0.0,1.0,Earth,TRAPPIST-1e,False,False
1472,False,38.0,0.0,1.0,45.0,0.0,837.0,Earth,TRAPPIST-1e,False,False
1473,False,24.0,1030.0,0.0,0.0,0.0,1122.0,Earth,55 Cancri e,False,False
1474,False,18.0,341.0,0.0,332.0,102.0,0.0,Earth,TRAPPIST-1e,False,False
1475,False,23.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1476,False,16.0,0.0,1519.0,0.0,0.0,766.0,Earth,PSO J318.5-22,False,False
1477,True,37.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1478,False,22.0,1018.0,100.0,0.0,9.0,0.0,Earth,TRAPPIST-1e,False,False
1479,True,18.0,0.0,0.0,173.72916912197996,0.0,0.0,Earth,PSO J318.5-22,True,False
1480,True,25.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1481,False,26.0,758.0,17.0,11.0,0.0,0.0,Earth,TRAPPIST-1e,False,True
1482,False,25.0,4.0,0.0,146.0,723.0,0.0,Earth,TRAPPIST-1e,False,False
1483,False,55.0,938.0,0.0,82.0,0.0,162.0,Mars,TRAPPIST-1e,False,False
1484,False,28.0,641.0,0.0,372.0,0.0,16.0,Mars,TRAPPIST-1e,False,False
1485,True,23.0,0.0,169.0,173.72916912197996,0.0,0.0,Earth,55 Cancri e,False,False
1486,False,22.0,0.0,24.0,0.0,176.0,783.0,Earth,TRAPPIST-1e,False,False
1487,True,26.0,333.0,1819.0,0.0,1.0,0.0,Earth,55 Cancri e,False,False
1488,False,13.0,0.0,0.0,8.0,0.0,714.0,Earth,TRAPPIST-1e,False,False
1489,False,18.0,428.0,0.0,36.0,0.0,424.0,Earth,TRAPPIST-1e,False,False
1490,True,38.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1491,True,28.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1492,False,57.0,433.0,0.0,0.0,371.0,0.0,Earth,TRAPPIST-1e,False,False
1493,False,0.0,224.687617481203,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1494,True,18.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1495,True,25.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1496,True,35.0,0.0,17394.0,0.0,724.0,0.0,Europa,55 Cancri e,False,False
1497,True,37.0,0.0,1336.0,2.0,12.0,7.0,Europa,TRAPPIST-1e,False,False
1498,False,33.0,0.0,26.0,1.0,33.0,2439.0,Europa,55 Cancri e,False,False
1499,True,35.0,305.0,3621.0,0.0,320.0,341.0,Europa,TRAPPIST-1e,False,False
1500,True,47.0,16.0,2127.0,1487.0,0.0,196.0,Europa,55 Cancri e,False,False
1501,False,23.0,5.0,51.0,0.0,732.0,0.0,Earth,TRAPPIST-1e,False,False
1502,True,28.82793046746535,0.0,3.0,0.0,2.0,923.0,Earth,TRAPPIST-1e,False,False
1503,True,27.0,0.0,4342.0,0.0,311.1387779083431,36.0,Europa,55 Cancri e,False,False
1504,True,23.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1505,True,31.0,0.0,0.0,0.0,0.0,304.8547912992357,Earth,TRAPPIST-1e,True,False
1506,True,19.0,0.0,0.0,173.72916912197996,0.0,0.0,Europa,TRAPPIST-1e,True,False
1507,True,53.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1508,False,37.0,22.0,5.0,0.0,747.0,0.0,Earth,TRAPPIST-1e,False,False
1509,False,18.0,0.0,0.0,0.0,2681.0,55.0,Earth,TRAPPIST-1e,False,False
1510,False,42.0,0.0,594.0,0.0,0.0,119.0,Earth,TRAPPIST-1e,False,False
1511,True,7.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1512,True,7.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,False
1513,False,24.0,2.0,3.0,0.0,616.0,161.0,Earth,TRAPPIST-1e,False,False
1514,True,20.0,13.0,817.0,0.0,1435.0,22.0,Europa,TRAPPIST-1e,False,False
1515,False,24.0,1158.0,193.0,798.0,2.0,0.0,Earth,TRAPPIST-1e,False,False
1516,True,42.0,0.0,865.0,0.0,0.0,44.0,Earth,TRAPPIST-1e,False,False
1517,True,49.0,0.0,3750.0,0.0,2.0,341.0,Europa,TRAPPIST-1e,False,False
1518,True,47.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1519,False,16.0,825.0,9.0,0.0,0.0,42.0,Earth,55 Cancri e,False,False
1520,False,26.0,432.0,0.0,965.0,35.0,0.0,Mars,TRAPPIST-1e,False,True
1521,False,24.0,0.0,0.0,6.0,685.0,0.0,Earth,TRAPPIST-1e,False,False
1522,True,38.0,0.0,0.0,173.72916912197996,0.0,0.0,Earth,TRAPPIST-1e,True,False
1523,True,0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1524,False,37.0,295.0,1575.0,19.0,515.0,0.0,Mars,PSO J318.5-22,False,False
1525,True,39.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1526,True,25.0,553.0,0.0,1.0,239.0,8.0,Earth,55 Cancri e,False,False
1527,False,25.0,172.0,129.0,41.0,0.0,341.0,Earth,PSO J318.5-22,False,False
1528,True,35.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,True,False
1529,True,0.0,0.0,0.0,0.0,311.1387779083431,0.0,Earth,PSO J318.5-22,True,False
1530,True,46.0,612.0,0.0,62.0,0.0,0.0,Earth,55 Cancri e,False,False
1531,True,4.0,0.0,0.0,0.0,0.0,304.8547912992357,Earth,TRAPPIST-1e,True,False
1532,True,19.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,True,False
1533,False,29.0,0.0,930.0,0.0,2113.0,98.0,Europa,TRAPPIST-1e,False,False
1534,False,19.0,224.687617481203,9.0,0.0,0.0,1.0,Earth,TRAPPIST-1e,False,False
1535,True,47.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1536,True,1.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,True,False
1537,False,4.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1538,False,37.0,0.0,27.0,11.0,732.0,5.0,Earth,TRAPPIST-1e,False,False
1539,False,61.0,1215.0,32.0,0.0,0.0,362.0,Earth,TRAPPIST-1e,False,False
1540,True,32.0,0.0,458.07720329024676,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False
1541,True,4.0,0.0,0.0,0.0,0.0,304.8547912992357,Earth,TRAPPIST-1e,True,False
1542,True,16.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1543,False,25.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,True,False
1544,False,22.0,1300.0,0.0,173.72916912197996,0.0,1134.0,Earth,TRAPPIST-1e,False,False
1545,False,41.0,139.0,666.0,6.0,71.0,25.0,Earth,TRAPPIST-1e,False,False
1546,True,25.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,True,False
1547,False,19.0,414.0,0.0,66.0,307.0,0.0,Earth,TRAPPIST-1e,False,False
1548,True,21.0,305.0,0.0,1.0,618.0,2.0,Earth,TRAPPIST-1e,False,False
1549,False,14.0,0.0,2.0,0.0,0.0,794.0,Earth,55 Cancri e,False,False
1550,False,18.0,0.0,0.0,0.0,0.0,0.0,Mars,55 Cancri e,True,False
1551,True,34.0,0.0,0.0,885.0,0.0,0.0,Earth,TRAPPIST-1e,False,False
1552,False,33.0,954.0,0.0,10.0,3.0,2.0,Earth,TRAPPIST-1e,False,False
1553,False,14.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,True,False
1554,True,28.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,True,False
1555,False,43.0,0.0,0.0,0.0,311.1387779083431,0.0,Earth,PSO J318.5-22,True,False
